A
coo:CCU_01840
coo:CCU_01860
coo:CCU_01880
coo:CCU_01890
coo:CCU_01930
coo:CCU_01940
coo:CCU_01970
coo:CCU_01980
coo:CCU_02000
coo:CCU_02010
coo:CCU_02020
coo:CCU_02030
coo:CCU_02040
coo:CCU_02050
coo:CCU_02060
coo:CCU_02070
coo:CCU_02080
coo:CCU_02110
coo:CCU_02120
coo:CCU_02140
coo:CCU_02150
coo:CCU_02160
coo:CCU_02170
coo:CCU_02180
coo:CCU_02190
coo:CCU_02200
coo:CCU_02210
coo:CCU_02220
coo:CCU_02230
coo:CCU_02240
coo:CCU_02280
coo:CCU_02300
coo:CCU_02310
coo:CCU_02320
coo:CCU_02360
coo:CCU_02370
coo:CCU_02380
coo:CCU_02390
coo:CCU_02400
coo:CCU_02410
coo:CCU_02420
coo:CCU_02430
coo:CCU_02460
coo:CCU_02480
coo:CCU_02490
coo:CCU_02520
coo:CCU_02550
coo:CCU_02560
coo:CCU_02570
coo:CCU_02580
coo:CCU_02590
coo:CCU_02610
coo:CCU_02620
coo:CCU_02630
coo:CCU_02640
coo:CCU_02650
coo:CCU_02670
coo:CCU_02680
coo:CCU_02690
coo:CCU_02700
coo:CCU_02710
coo:CCU_02720
coo:CCU_02740
coo:CCU_02750
coo:CCU_02760
coo:CCU_02770
coo:CCU_02780
coo:CCU_02800
coo:CCU_02810
coo:CCU_02820
coo:CCU_02830
coo:CCU_02840
coo:CCU_02850
coo:CCU_02860
coo:CCU_02870
coo:CCU_02880
coo:CCU_02890
coo:CCU_02900
coo:CCU_02920
coo:CCU_02930
coo:CCU_T_29590
coo:CCU_02940
coo:CCU_02950
coo:CCU_02960
coo:CCU_02970
coo:CCU_02980
coo:CCU_02990
coo:CCU_03000
coo:CCU_03010
coo:CCU_03020
coo:CCU_03030
coo:CCU_03040
coo:CCU_03050
coo:CCU_03060
coo:CCU_03080
coo:CCU_03100
coo:CCU_03110
coo:CCU_03130
coo:CCU_03140
coo:CCU_03150
coo:CCU_03160
coo:CCU_03190
coo:CCU_03200
coo:CCU_03210
coo:CCU_03220
coo:CCU_03230
coo:CCU_03240
coo:CCU_03280
coo:CCU_03290
coo:CCU_03300
coo:CCU_03310
coo:CCU_03320
coo:CCU_03330
coo:CCU_03340
coo:CCU_03360
coo:CCU_03370
coo:CCU_03380
coo:CCU_03410
coo:CCU_03420
coo:CCU_03430
coo:CCU_03450
coo:CCU_03460
coo:CCU_03480
coo:CCU_03510
coo:CCU_03520
coo:CCU_03540
coo:CCU_03560
coo:CCU_03570
coo:CCU_03580
coo:CCU_03590
coo:CCU_03620
coo:CCU_03630
coo:CCU_03660
coo:CCU_03670
coo:CCU_03700
coo:CCU_03710
coo:CCU_03720
coo:CCU_03730
coo:CCU_03740
coo:CCU_03750
coo:CCU_03760
coo:CCU_03780
coo:CCU_03790
coo:CCU_03800
coo:CCU_03810
coo:CCU_03840
coo:CCU_03850
coo:CCU_03860
coo:CCU_03870
coo:CCU_03880
coo:CCU_03910
coo:CCU_03930
coo:CCU_03960
coo:CCU_03970
coo:CCU_03980
coo:CCU_03990
coo:CCU_04000
coo:CCU_04020
coo:CCU_04040
coo:CCU_04050
coo:CCU_04060
coo:CCU_04070
coo:CCU_04080
coo:CCU_04090
coo:CCU_04100
coo:CCU_04110
coo:CCU_04120
coo:CCU_04160
coo:CCU_04180
coo:CCU_04190
coo:CCU_04210
coo:CCU_04220
coo:CCU_04240
coo:CCU_04250
coo:CCU_04260
coo:CCU_04270
coo:CCU_04280
coo:CCU_04290
coo:CCU_04300
coo:CCU_04310
coo:CCU_04320
coo:CCU_04330
coo:CCU_04340
coo:CCU_04350
coo:CCU_04370
coo:CCU_04380
coo:CCU_04400
coo:CCU_04410
coo:CCU_04420
coo:CCU_04430
coo:CCU_04440
coo:CCU_04480
coo:CCU_04490
coo:CCU_04500
coo:CCU_04510
coo:CCU_04520
coo:CCU_04540
coo:CCU_04550
coo:CCU_04560
coo:CCU_04570
coo:CCU_04580
coo:CCU_04590
coo:CCU_04600
coo:CCU_04620
coo:CCU_04630
coo:CCU_04640
coo:CCU_04650
coo:CCU_04660
coo:CCU_04670
coo:CCU_04700
coo:CCU_04710
coo:CCU_04750
coo:CCU_04770
coo:CCU_04780
coo:CCU_04790
coo:CCU_04800
coo:CCU_04810
coo:CCU_04820
coo:CCU_04830
coo:CCU_04840
coo:CCU_04850
coo:CCU_04860
coo:CCU_04870
coo:CCU_04880
coo:CCU_04890
coo:CCU_04910
coo:CCU_04920
coo:CCU_04930
coo:CCU_04940
coo:CCU_04950
coo:CCU_04960
coo:CCU_04970
coo:CCU_04980
coo:CCU_04990
coo:CCU_05000
coo:CCU_05010
coo:CCU_05020
coo:CCU_05040
coo:CCU_05050
coo:CCU_05060
coo:CCU_05070
coo:CCU_05080
coo:CCU_05090
coo:CCU_05100
coo:CCU_05110
coo:CCU_05120
coo:CCU_05130
coo:CCU_05140
coo:CCU_05150
coo:CCU_T_29330
coo:CCU_05160
coo:CCU_05170
coo:CCU_05180
coo:CCU_05190
coo:CCU_05200
coo:CCU_05210
coo:CCU_05220
coo:CCU_05230
coo:CCU_05240
coo:CCU_05250
coo:CCU_T_29340
coo:CCU_05260
coo:CCU_05270
coo:CCU_05280
coo:CCU_05290
coo:CCU_05300
coo:CCU_05310
coo:CCU_05320
coo:CCU_05330
coo:CCU_05350
coo:CCU_05370
coo:CCU_05380
coo:CCU_05390
coo:CCU_05400
coo:CCU_05410
coo:CCU_05420
coo:CCU_05430
coo:CCU_05490
coo:CCU_05500
coo:CCU_05510
coo:CCU_05520
coo:CCU_05530
coo:CCU_05560
coo:CCU_05570
coo:CCU_05580
coo:CCU_05640
coo:CCU_05650
coo:CCU_05660
coo:CCU_05700
coo:CCU_05710
coo:CCU_05780
coo:CCU_05790
coo:CCU_05810
coo:CCU_05820
coo:CCU_05840
coo:CCU_05860
coo:CCU_05880
coo:CCU_05910
coo:CCU_05920
coo:CCU_05930
coo:CCU_05940
coo:CCU_05950
coo:CCU_05960
coo:CCU_05970
coo:CCU_05990
coo:CCU_06000
coo:CCU_06030
coo:CCU_06040
coo:CCU_06050
coo:CCU_06060
coo:CCU_06070
coo:CCU_06080
coo:CCU_06090
coo:CCU_06100
coo:CCU_06110
coo:CCU_06120
coo:CCU_06130
coo:CCU_06140
coo:CCU_06150
coo:CCU_06160
coo:CCU_06170
coo:CCU_06180
coo:CCU_06190
coo:CCU_06200
coo:CCU_06210
coo:CCU_T_29580
coo:CCU_06220
coo:CCU_06230
coo:CCU_06250
coo:CCU_06260
coo:CCU_06270
coo:CCU_06280
coo:CCU_06320
coo:CCU_06330
coo:CCU_06340
coo:CCU_06350
coo:CCU_06360
coo:CCU_T_29570
coo:CCU_06370
coo:CCU_06390
coo:CCU_06400
coo:CCU_06410
coo:CCU_06420
coo:CCU_06430
coo:CCU_06440
coo:CCU_06450
coo:CCU_06460
coo:CCU_06470
coo:CCU_06480
coo:CCU_06490
coo:CCU_06500
coo:CCU_06510
coo:CCU_06520
coo:CCU_06530
coo:CCU_06550
coo:CCU_06560
coo:CCU_06570
coo:CCU_06580
coo:CCU_06590
coo:CCU_06600
coo:CCU_06610
coo:CCU_06620
coo:CCU_06660
coo:CCU_06670
coo:CCU_06680
coo:CCU_06710
coo:CCU_06720
coo:CCU_06730
coo:CCU_06740
coo:CCU_06750
coo:CCU_06760
coo:CCU_06790
coo:CCU_06800
coo:CCU_06810
coo:CCU_06820
coo:CCU_06830
coo:CCU_06840
coo:CCU_06860
coo:CCU_06870
coo:CCU_06880
coo:CCU_06890
coo:CCU_06910
coo:CCU_06920
coo:CCU_06930
coo:CCU_06960
coo:CCU_06970
coo:CCU_06980
coo:CCU_07000
coo:CCU_07020
coo:CCU_07030
coo:CCU_07040
coo:CCU_07050
coo:CCU_07060
coo:CCU_07070
coo:CCU_07080
coo:CCU_T_29350
coo:CCU_07160
coo:CCU_07170
coo:CCU_07180
coo:CCU_07190
coo:CCU_07200
coo:CCU_07210
coo:CCU_07220
coo:CCU_07240
coo:CCU_07250
coo:CCU_07260
coo:CCU_07270
coo:CCU_07280
coo:CCU_07290
coo:CCU_07300
coo:CCU_07310
coo:CCU_07320
coo:CCU_07330
coo:CCU_07340
coo:CCU_07350
coo:CCU_07360
coo:CCU_07380
coo:CCU_07390
coo:CCU_07400
coo:CCU_07410
coo:CCU_07420
coo:CCU_07440
coo:CCU_07450
coo:CCU_07460
coo:CCU_07470
coo:CCU_07480
coo:CCU_07490
coo:CCU_07500
coo:CCU_07510
coo:CCU_07540
coo:CCU_07550
coo:CCU_07560
coo:CCU_07570
coo:CCU_07580
coo:CCU_07590
coo:CCU_07600
coo:CCU_07610
coo:CCU_07620
coo:CCU_07630
coo:CCU_07640
coo:CCU_07650
coo:CCU_07660
coo:CCU_07670
coo:CCU_07680
coo:CCU_07690
coo:CCU_07700
coo:CCU_07710
coo:CCU_07720
coo:CCU_07730
coo:CCU_07740
coo:CCU_07750
coo:CCU_07760
coo:CCU_07770
coo:CCU_07780
coo:CCU_07790
coo:CCU_07800
coo:CCU_07810
coo:CCU_07820
coo:CCU_07850
coo:CCU_07880
coo:CCU_07900
coo:CCU_07940
coo:CCU_07950
coo:CCU_07960
coo:CCU_07970
coo:CCU_07980
coo:CCU_07990
coo:CCU_08000
coo:CCU_08020
coo:CCU_08030
coo:CCU_08070
coo:CCU_08080
coo:CCU_08090
coo:CCU_08100
coo:CCU_08110
coo:CCU_08130
coo:CCU_08140
coo:CCU_08150
coo:CCU_08160
coo:CCU_08170
coo:CCU_08180
coo:CCU_08190
coo:CCU_08200
coo:CCU_08220
coo:CCU_08230
coo:CCU_08240
coo:CCU_08250
coo:CCU_08260
coo:CCU_08270
coo:CCU_08280
coo:CCU_08290
coo:CCU_08300
coo:CCU_08330
coo:CCU_08360
coo:CCU_08370
coo:CCU_08400
coo:CCU_08410
coo:CCU_08450
coo:CCU_08460
coo:CCU_08470
coo:CCU_08490
coo:CCU_08500
coo:CCU_08510
coo:CCU_08520
coo:CCU_08530
coo:CCU_08540
coo:CCU_08570
coo:CCU_08580
coo:CCU_08590
coo:CCU_08610
coo:CCU_08620
coo:CCU_08630
coo:CCU_08640
coo:CCU_08650
coo:CCU_08670
coo:CCU_08680
coo:CCU_08690
coo:CCU_08700
coo:CCU_08710
coo:CCU_08730
coo:CCU_08750
coo:CCU_08760
coo:CCU_08780
coo:CCU_08790
coo:CCU_08800
coo:CCU_08810
coo:CCU_08820
coo:CCU_08830
coo:CCU_08840
coo:CCU_08850
coo:CCU_08860
coo:CCU_08890
coo:CCU_08900
coo:CCU_08910
coo:CCU_08920
coo:CCU_08930
coo:CCU_08950
coo:CCU_08960
coo:CCU_08970
coo:CCU_08980
coo:CCU_08990
coo:CCU_09000
coo:CCU_09010
coo:CCU_09020
coo:CCU_T_29360
coo:CCU_09030
coo:CCU_09060
coo:CCU_09070
coo:CCU_09080
coo:CCU_09130
coo:CCU_09140
coo:CCU_09150
coo:CCU_09160
coo:CCU_09170
coo:CCU_09180
coo:CCU_09190
coo:CCU_09200
coo:CCU_09220
coo:CCU_09230
coo:CCU_09250
coo:CCU_09260
coo:CCU_09270
coo:CCU_T_29560
coo:CCU_09320
coo:CCU_09330
coo:CCU_09340
coo:CCU_09350
coo:CCU_09360
coo:CCU_09370
coo:CCU_09380
coo:CCU_09390
coo:CCU_09420
coo:CCU_09430
coo:CCU_09440
coo:CCU_09460
coo:CCU_09470
coo:CCU_09480
coo:CCU_09490
coo:CCU_09500
coo:CCU_09510
coo:CCU_09520
coo:CCU_09530
coo:CCU_09540
coo:CCU_09570
coo:CCU_09580
coo:CCU_09610
coo:CCU_09620
coo:CCU_09630
coo:CCU_09640
coo:CCU_09650
coo:CCU_09660
coo:CCU_09670
coo:CCU_09680
coo:CCU_09690
coo:CCU_09700
coo:CCU_09720
coo:CCU_09730
coo:CCU_09740
coo:CCU_09750
coo:CCU_09760
coo:CCU_09780
coo:CCU_09790
coo:CCU_09800
coo:CCU_09810
coo:CCU_09830
coo:CCU_09850
coo:CCU_09860
coo:CCU_09870
coo:CCU_09880
coo:CCU_09890
coo:CCU_09920
coo:CCU_09930
coo:CCU_09940
coo:CCU_09960
coo:CCU_09980
coo:CCU_09990
coo:CCU_10000
coo:CCU_10010
coo:CCU_10020
coo:CCU_10030
coo:CCU_10040
coo:CCU_10050
coo:CCU_10060
coo:CCU_10070
coo:CCU_10100
coo:CCU_10110
coo:CCU_10120
coo:CCU_10150
coo:CCU_10160
coo:CCU_10170
coo:CCU_10180
coo:CCU_10190
coo:CCU_10200
coo:CCU_10210
coo:CCU_10220
coo:CCU_10230
coo:CCU_10260
coo:CCU_10290
coo:CCU_10310
coo:CCU_10340
coo:CCU_10350
coo:CCU_10360
coo:CCU_10370
coo:CCU_10380
coo:CCU_10390
coo:CCU_10400
coo:CCU_10410
coo:CCU_10420
coo:CCU_10430
coo:CCU_10440
coo:CCU_10450
coo:CCU_10460
coo:CCU_10470
coo:CCU_10500
coo:CCU_10510
coo:CCU_10520
coo:CCU_10530
coo:CCU_10540
coo:CCU_10550
coo:CCU_10560
coo:CCU_10570
coo:CCU_10580
coo:CCU_10590
coo:CCU_10600
coo:CCU_10610
coo:CCU_10620
coo:CCU_10630
coo:CCU_10640
coo:CCU_10650
coo:CCU_10680
coo:CCU_10700
coo:CCU_10710
coo:CCU_10720
coo:CCU_10730
coo:CCU_10740
coo:CCU_10750
coo:CCU_10780
coo:CCU_10790
coo:CCU_10800
coo:CCU_10810
coo:CCU_10820
coo:CCU_10830
coo:CCU_10840
coo:CCU_10850
coo:CCU_10860
coo:CCU_10870
coo:CCU_10900
coo:CCU_10910
coo:CCU_10920
coo:CCU_10940
coo:CCU_10970
coo:CCU_11020
coo:CCU_11040
coo:CCU_11060
coo:CCU_11080
coo:CCU_11090
coo:CCU_11100
coo:CCU_11110
coo:CCU_11120
coo:CCU_11130
coo:CCU_11140
coo:CCU_11160
coo:CCU_11190
coo:CCU_11210
coo:CCU_11230
coo:CCU_11240
coo:CCU_11260
coo:CCU_11270
coo:CCU_11290
coo:CCU_11300
coo:CCU_11330
coo:CCU_11350
coo:CCU_11360
coo:CCU_11370
coo:CCU_11380
coo:CCU_11390
coo:CCU_11400
coo:CCU_11410
coo:CCU_11420
coo:CCU_11430
coo:CCU_11440
coo:CCU_T_29370
coo:CCU_T_29380
coo:CCU_11450
coo:CCU_11470
coo:CCU_11490
coo:CCU_11500
coo:CCU_11530
coo:CCU_11540
coo:CCU_11560
coo:CCU_11570
coo:CCU_11580
coo:CCU_11590
coo:CCU_11600
coo:CCU_11610
coo:CCU_11630
coo:CCU_11640
coo:CCU_11650
coo:CCU_T_29550
coo:CCU_T_29540
coo:CCU_11670
coo:CCU_11680
coo:CCU_11690
coo:CCU_11700
coo:CCU_11710
coo:CCU_11720
coo:CCU_11730
coo:CCU_11740
coo:CCU_11750
coo:CCU_11760
coo:CCU_11770
coo:CCU_11790
coo:CCU_11800
coo:CCU_11810
coo:CCU_11820
coo:CCU_11830
coo:CCU_11840
coo:CCU_11860
coo:CCU_11870
coo:CCU_11880
coo:CCU_11890
coo:CCU_11920
coo:CCU_11930
coo:CCU_11940
coo:CCU_11950
coo:CCU_11960
coo:CCU_11970
coo:CCU_11980
coo:CCU_11990
coo:CCU_12000
coo:CCU_12010
coo:CCU_12020
coo:CCU_12030
coo:CCU_12040
coo:CCU_12050
coo:CCU_12060
coo:CCU_12070
coo:CCU_12080
coo:CCU_12090
coo:CCU_12100
coo:CCU_12110
coo:CCU_12120
coo:CCU_12130
coo:CCU_12160
coo:CCU_12190
coo:CCU_12200
coo:CCU_12210
coo:CCU_12230
coo:CCU_12240
coo:CCU_12250
coo:CCU_12270
coo:CCU_12280
coo:CCU_12290
coo:CCU_12300
coo:CCU_12320
coo:CCU_12330
coo:CCU_12370
coo:CCU_12380
coo:CCU_12390
coo:CCU_12400
coo:CCU_12410
coo:CCU_12440
coo:CCU_12450
coo:CCU_12460
coo:CCU_T_29530
coo:CCU_T_29520
coo:CCU_12490
coo:CCU_12500
coo:CCU_12520
coo:CCU_12530
coo:CCU_12540
coo:CCU_12550
coo:CCU_12560
coo:CCU_12570
coo:CCU_12590
coo:CCU_12600
coo:CCU_12610
coo:CCU_12620
coo:CCU_12630
coo:CCU_12640
coo:CCU_12650
coo:CCU_12660
coo:CCU_12670
coo:CCU_29620
coo:CCU_12680
coo:CCU_12690
coo:CCU_12700
coo:CCU_12740
coo:CCU_12750
coo:CCU_12800
coo:CCU_12810
coo:CCU_12820
coo:CCU_12840
coo:CCU_12880
coo:CCU_12890
coo:CCU_12900
coo:CCU_12910
coo:CCU_12940
coo:CCU_12950
coo:CCU_12960
coo:CCU_12970
coo:CCU_12980
coo:CCU_12990
coo:CCU_13000
coo:CCU_13010
coo:CCU_13020
coo:CCU_13050
coo:CCU_T_29510
coo:CCU_13070
coo:CCU_13080
coo:CCU_13110
coo:CCU_13120
coo:CCU_13130
coo:CCU_13140
coo:CCU_13160
coo:CCU_13170
coo:CCU_13180
coo:CCU_13250
coo:CCU_13260
coo:CCU_13270
coo:CCU_13290
coo:CCU_13300
coo:CCU_13310
coo:CCU_13340
coo:CCU_13350
coo:CCU_13360
coo:CCU_13370
coo:CCU_13380
coo:CCU_13400
coo:CCU_13410
coo:CCU_13420
coo:CCU_13430
coo:CCU_13440
coo:CCU_13460
coo:CCU_13480
coo:CCU_13510
coo:CCU_13520
coo:CCU_13530
coo:CCU_13540
coo:CCU_13550
coo:CCU_13560
coo:CCU_13570
coo:CCU_13580
coo:CCU_13590
coo:CCU_13600
coo:CCU_13610
coo:CCU_13620
coo:CCU_13640
coo:CCU_13650
coo:CCU_13660
coo:CCU_13670
coo:CCU_13690
coo:CCU_13720
coo:CCU_13730
coo:CCU_13740
coo:CCU_13750
coo:CCU_13770
coo:CCU_13780
coo:CCU_13790
coo:CCU_13800
coo:CCU_13820
coo:CCU_13830
coo:CCU_13840
coo:CCU_13850
coo:CCU_13860
coo:CCU_13870
coo:CCU_13880
coo:CCU_13900
coo:CCU_13910
coo:CCU_13920
coo:CCU_13930
coo:CCU_13960
coo:CCU_13970
coo:CCU_13980
coo:CCU_13990
coo:CCU_14020
coo:CCU_14040
coo:CCU_14050
coo:CCU_14060
coo:CCU_14070
coo:CCU_14080
coo:CCU_14100
coo:CCU_14110
coo:CCU_14120
coo:CCU_14130
coo:CCU_14140
coo:CCU_14150
coo:CCU_14160
coo:CCU_14170
coo:CCU_14180
coo:CCU_14190
coo:CCU_14200
coo:CCU_14210
coo:CCU_14220
coo:CCU_14230
coo:CCU_14250
coo:CCU_14270
coo:CCU_14280
coo:CCU_14290
coo:CCU_14300
coo:CCU_14320
coo:CCU_14330
coo:CCU_14340
coo:CCU_14360
coo:CCU_14390
coo:CCU_14430
coo:CCU_14440
coo:CCU_14450
coo:CCU_14460
coo:CCU_14470
coo:CCU_14490
coo:CCU_14500
coo:CCU_14510
coo:CCU_14520
coo:CCU_14530
coo:CCU_14540
coo:CCU_14560
coo:CCU_14590
coo:CCU_14600
coo:CCU_14630
coo:CCU_14640
coo:CCU_14670
coo:CCU_14680
coo:CCU_14700
coo:CCU_14710
coo:CCU_14720
coo:CCU_14730
coo:CCU_14760
coo:CCU_14770
coo:CCU_14780
coo:CCU_14790
coo:CCU_14800
coo:CCU_14810
coo:CCU_14820
coo:CCU_14840
coo:CCU_14850
coo:CCU_14860
coo:CCU_14870
coo:CCU_14880
coo:CCU_14890
coo:CCU_14900
coo:CCU_14930
coo:CCU_14940
coo:CCU_14950
coo:CCU_14960
coo:CCU_14970
coo:CCU_15000
coo:CCU_15010
coo:CCU_15020
coo:CCU_15040
coo:CCU_15050
coo:CCU_15070
coo:CCU_15080
coo:CCU_15090
coo:CCU_15100
coo:CCU_15110
coo:CCU_15120
coo:CCU_15130
coo:CCU_15140
coo:CCU_15150
coo:CCU_15160
coo:CCU_15170
coo:CCU_15190
coo:CCU_15200
coo:CCU_15210
coo:CCU_15240
coo:CCU_15270
coo:CCU_15280
coo:CCU_15310
coo:CCU_15340
coo:CCU_15370
coo:CCU_15380
coo:CCU_15390
coo:CCU_15400
coo:CCU_15410
coo:CCU_15420
coo:CCU_15430
coo:CCU_15440
coo:CCU_15450
coo:CCU_15480
coo:CCU_15500
coo:CCU_15530
coo:CCU_15540
coo:CCU_15550
coo:CCU_15560
coo:CCU_15570
coo:CCU_15580
coo:CCU_15590
coo:CCU_15600
coo:CCU_15610
coo:CCU_T_29390
coo:CCU_15620
coo:CCU_15650
coo:CCU_15660
coo:CCU_15670
coo:CCU_15680
coo:CCU_15690
coo:CCU_15720
coo:CCU_15730
coo:CCU_15750
coo:CCU_15770
coo:CCU_15780
coo:CCU_15790
coo:CCU_15800
coo:CCU_15830
coo:CCU_15840
coo:CCU_15850
coo:CCU_15880
coo:CCU_15890
coo:CCU_15900
coo:CCU_15910
coo:CCU_15940
coo:CCU_15950
coo:CCU_15990
coo:CCU_16000
coo:CCU_16010
coo:CCU_16060
coo:CCU_16070
coo:CCU_16080
coo:CCU_16100
coo:CCU_16110
coo:CCU_16120
coo:CCU_16130
coo:CCU_16150
coo:CCU_16180
coo:CCU_16190
coo:CCU_16200
coo:CCU_16210
coo:CCU_16220
coo:CCU_16230
coo:CCU_16240
coo:CCU_16250
coo:CCU_16260
coo:CCU_16270
coo:CCU_16290
coo:CCU_16300
coo:CCU_16320
coo:CCU_16330
coo:CCU_16370
coo:CCU_16380
coo:CCU_16390
coo:CCU_16400
coo:CCU_16410
coo:CCU_16420
coo:CCU_16430
coo:CCU_16440
coo:CCU_16450
coo:CCU_16460
coo:CCU_16470
coo:CCU_16480
coo:CCU_16500
coo:CCU_16510
coo:CCU_16530
coo:CCU_16540
coo:CCU_16550
coo:CCU_16560
coo:CCU_16590
coo:CCU_16600
coo:CCU_16610
coo:CCU_16620
coo:CCU_16630
coo:CCU_16640
coo:CCU_16650
coo:CCU_16660
coo:CCU_16670
coo:CCU_16680
coo:CCU_16690
coo:CCU_16700
coo:CCU_16710
coo:CCU_16720
coo:CCU_16730
coo:CCU_16740
coo:CCU_16750
coo:CCU_16760
coo:CCU_16770
coo:CCU_16780
coo:CCU_16800
coo:CCU_16810
coo:CCU_16840
coo:CCU_16850
coo:CCU_16880
coo:CCU_16890
coo:CCU_16900
coo:CCU_16910
coo:CCU_16920
coo:CCU_16930
coo:CCU_17000
coo:CCU_17010
coo:CCU_17030
coo:CCU_17040
coo:CCU_17060
coo:CCU_17070
coo:CCU_17090
coo:CCU_17100
coo:CCU_17110
coo:CCU_17120
coo:CCU_17130
coo:CCU_17140
coo:CCU_17150
coo:CCU_17160
coo:CCU_17170
coo:CCU_17180
coo:CCU_17200
coo:CCU_17210
coo:CCU_17220
coo:CCU_17230
coo:CCU_17240
coo:CCU_17250
coo:CCU_17260
coo:CCU_17270
coo:CCU_17280
coo:CCU_17290
coo:CCU_17300
coo:CCU_17310
coo:CCU_17320
coo:CCU_17330
coo:CCU_17340
coo:CCU_17350
coo:CCU_17370
coo:CCU_17380
coo:CCU_17400
coo:CCU_17410
coo:CCU_17430
coo:CCU_17440
coo:CCU_17450
coo:CCU_17460
coo:CCU_17470
coo:CCU_17480
coo:CCU_17490
coo:CCU_17500
coo:CCU_17510
coo:CCU_17520
coo:CCU_17530
coo:CCU_17540
coo:CCU_17550
coo:CCU_17570
coo:CCU_17580
coo:CCU_17590
coo:CCU_17600
coo:CCU_17610
coo:CCU_17620
coo:CCU_17630
coo:CCU_17650
coo:CCU_17660
coo:CCU_17670
coo:CCU_17690
coo:CCU_17700
coo:CCU_17720
coo:CCU_17730
coo:CCU_17740
coo:CCU_17750
coo:CCU_17760
coo:CCU_17770
coo:CCU_17790
coo:CCU_17810
coo:CCU_17820
coo:CCU_17830
coo:CCU_17840
coo:CCU_17870
coo:CCU_17880
coo:CCU_29630
coo:CCU_17890
coo:CCU_17900
coo:CCU_17910
coo:CCU_17920
coo:CCU_17930
coo:CCU_17940
coo:CCU_17950
coo:CCU_17960
coo:CCU_17970
coo:CCU_17980
coo:CCU_17990
coo:CCU_18000
coo:CCU_18010
coo:CCU_18020
coo:CCU_18030
coo:CCU_18040
coo:CCU_18050
coo:CCU_18060
coo:CCU_18070
coo:CCU_18080
coo:CCU_18110
coo:CCU_18120
coo:CCU_18130
coo:CCU_18140
coo:CCU_18150
coo:CCU_18160
coo:CCU_18170
coo:CCU_18180
coo:CCU_18190
coo:CCU_18200
coo:CCU_18210
coo:CCU_18220
coo:CCU_18230
coo:CCU_18240
coo:CCU_18250
coo:CCU_18280
coo:CCU_18300
coo:CCU_18360
coo:CCU_18370
coo:CCU_18380
coo:CCU_18390
coo:CCU_18410
coo:CCU_18440
coo:CCU_18450
coo:CCU_18460
coo:CCU_18470
coo:CCU_18480
coo:CCU_18490
coo:CCU_18500
coo:CCU_18510
coo:CCU_18520
coo:CCU_18530
coo:CCU_18540
coo:CCU_18550
coo:CCU_18560
coo:CCU_18570
coo:CCU_18580
coo:CCU_18600
coo:CCU_18610
coo:CCU_18620
coo:CCU_18630
